anzsco_code,occupation,education,percentage
3933,Upholsterers,Year 11 ,5.0
3941,Cabinetmakers,Year 11 ,4.1
3942,Wood Machinists and Other Wood Trades Workers,Year 11 ,5.5
3991,Boat Builders and Shipwrights,Year 11 ,5.2
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Year 11 ,2.7
3993,"Gallery, Library and Museum Technicians",Year 11 ,3.6
3994,Jewellers,Year 11 ,2.8
3995,Performing Arts Technicians,Year 11 ,2.9
3996,Signwriters,Year 11 ,4.9
3999,Other Miscellaneous Technicians and Trades Workers,Year 11 ,3.7
4111,Ambulance Officers and Paramedics,Year 11 ,0.5
4112,"Dental Hygienists, Technicians and Therapists",Year 11 ,0.5
4113,Diversional Therapists,Year 11 ,1.9
4114,Enrolled and Mothercraft Nurses,Year 11 ,0.4
4115,Indigenous Health Workers,Year 11 ,3.8
4116,Massage Therapists,Year 11 ,0.7
4117,Welfare Support Workers,Year 11 ,1.9
4211,Child Carers,Year 11 ,1.6
4221,Education Aides,Year 11 ,2.9
4231,Aged and Disabled Carers,Year 11 ,2.6
4232,Dental Assistants,Year 11 ,2.9
4233,Nursing Support and Personal Care Workers,Year 11 ,2.2
4234,Special Care Workers,Year 11 ,2.9
4311,Bar Attendants and Baristas,Year 11 ,6.1
4312,Cafe Workers,Year 11 ,11.2
4313,Gaming Workers,Year 11 ,3.7
4314,Hotel Service Managers,Year 11 ,4.3
4315,Waiters,Year 11 ,8.9
4319,Other Hospitality Workers,Year 11 ,9.7
4411,Defence Force Members - Other Ranks,Year 11 ,4.8
4412,Fire and Emergency Workers,Year 11 ,1.8
4413,Police,Year 11 ,1.4
4421,Prison Officers,Year 11 ,3.4
4422,Security Officers and Guards,Year 11 ,4.6
4511,Beauty Therapists,Year 11 ,2.4
4512,Driving Instructors,Year 11 ,2.5
4513,Funeral Workers,Year 11 ,7.5
4514,"Gallery, Museum and Tour Guides",Year 11 ,3.0
4515,Personal Care Consultants,Year 11 ,2.0
4516,Tourism and Travel Advisers,Year 11 ,2.4
4517,Travel Attendants,Year 11 ,3.5
4518,Other Personal Service Workers,Year 11 ,4.9
4521,Fitness Instructors,Year 11 ,1.1
4522,Outdoor Adventure Guides,Year 11 ,2.6
4523,"Sports Coaches, Instructors and Officials",Year 11 ,8.1
4524,Sportspersons,Year 11 ,7.2
5111,"Contract, Program and Project Administrators",Year 11 ,1.8
5121,Office Managers,Year 11 ,5.9
5122,Practice Managers,Year 11 ,3.4
5211,Personal Assistants,Year 11 ,4.5
5212,Secretaries,Year 11 ,6.3
5311,General Clerks,Year 11 ,5.3
5321,Keyboard Operators,Year 11 ,6.5
5411,Call or Contact Centre Workers,Year 11 ,5.1
5412,Information Officers,Year 11 ,4.4
5421,Receptionists,Year 11 ,6.4
5511,Accounting Clerks,Year 11 ,5.0
5512,Bookkeepers,Year 11 ,5.3
5513,Payroll Clerks,Year 11 ,5.8
5521,Bank Workers,Year 11 ,4.3
5522,Credit and Loans Officers,Year 11 ,2.9
5523,"Insurance, Money Market and Statistical Clerks",Year 11 ,3.4
5611,Betting Clerks,Year 11 ,9.0
5612,Couriers and Postal Deliverers,Year 11 ,7.1
5613,Filing and Registry Clerks,Year 11 ,5.0
5614,Mail Sorters,Year 11 ,6.9
5615,Survey Interviewers,Year 11 ,2.9
5616,Switchboard Operators,Year 11 ,7.2
5619,Other Clerical and Office Support Workers,Year 11 ,5.7
5911,Purchasing and Supply Logistics Clerks,Year 11 ,5.7
5912,Transport and Despatch Clerks,Year 11 ,5.8
5991,Conveyancers and Legal Executives,Year 11 ,3.0
5992,Court and Legal Clerks,Year 11 ,3.4
5993,Debt Collectors,Year 11 ,5.1
5994,Human Resource Clerks,Year 11 ,3.5
5995,Inspectors and Regulatory Officers,Year 11 ,3.0
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Year 11 ,1.6
5997,Library Assistants,Year 11 ,4.1
5999,Other Miscellaneous Clerical and Administrative Workers,Year 11 ,2.3
6111,"Auctioneers, and Stock and Station Agents",Year 11 ,7.2
6112,Insurance Agents,Year 11 ,3.2
6113,Sales Representatives,Year 11 ,5.1
6121,Real Estate Sales Agents,Year 11 ,2.5
6211,Sales Assistants (General),Year 11 ,10.5
6212,ICT Sales Assistants,Year 11 ,2.8
6213,Motor Vehicle and Vehicle Parts Salespersons,Year 11 ,7.5
6214,Pharmacy Sales Assistants,Year 11 ,8.9
6215,Retail Supervisors,Year 11 ,6.4
6216,Service Station Attendants,Year 11 ,7.0
6217,Street Vendors and Related Salespersons,Year 11 ,4.8
6219,Other Sales Assistants and Salespersons,Year 11 ,6.6
6311,Checkout Operators and Office Cashiers,Year 11 ,13.1
6391,Models and Sales Demonstrators,Year 11 ,8.2
6392,Retail and Wool Buyers,Year 11 ,3.0
6393,Telemarketers,Year 11 ,6.2
6394,Ticket Salespersons,Year 11 ,5.9
6395,Visual Merchandisers,Year 11 ,5.7
6399,Other Sales Support Workers,Year 11 ,6.9
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",Year 11 ,7.9
7112,Industrial Spraypainters,Year 11 ,7.6
7113,Paper and Wood Processing Machine Operators,Year 11 ,8.7
7114,Photographic Developers and Printers,Year 11 ,5.1
7115,Plastics and Rubber Production Machine Operators,Year 11 ,7.5
7116,Sewing Machinists,Year 11 ,6.0
7117,Textile and Footwear Production Machine Operators,Year 11 ,7.3
7119,Other Machine Operators,Year 11 ,4.8
7121,"Crane, Hoist and Lift Operators",Year 11 ,6.8
7122,"Drillers, Miners and Shot Firers",Year 11 ,7.2
7123,Engineering Production Workers,Year 11 ,7.0
7129,Other Stationary Plant Operators,Year 11 ,6.7
7211,"Agricultural, Forestry and Horticultural Plant Operators",Year 11 ,8.3
7212,Earthmoving Plant Operators,Year 11 ,7.6
7213,Forklift Drivers,Year 11 ,9.1
7219,Other Mobile Plant Operators,Year 11 ,6.6
7311,Automobile Drivers,Year 11 ,3.1
7312,Bus and Coach Drivers,Year 11 ,5.2
7313,Train and Tram Drivers,Year 11 ,4.9
7321,Delivery Drivers,Year 11 ,8.5
7331,Truck Drivers,Year 11 ,7.7
7411,Storepersons,Year 11 ,7.5
8111,Car Detailers,Year 11 ,8.8
8112,Commercial Cleaners,Year 11 ,6.7
8113,Domestic Cleaners,Year 11 ,7.1
8114,Housekeepers,Year 11 ,6.6
8115,Laundry Workers,Year 11 ,6.6
8116,Other Cleaners,Year 11 ,7.6
8211,Building and Plumbing Labourers,Year 11 ,7.7
8212,Concreters,Year 11 ,8.4
8213,Fencers,Year 11 ,8.6
8214,Insulation and Home Improvement Installers,Year 11 ,7.1
8215,Paving and Surfacing Labourers,Year 11 ,8.3
8216,Railway Track Workers,Year 11 ,6.9
8217,Structural Steel Construction Workers,Year 11 ,8.6
8219,Other Construction and Mining Labourers,Year 11 ,6.8
8311,Food and Drink Factory Workers,Year 11 ,6.9
8312,"Meat Boners and Slicers, and Slaughterers",Year 11 ,6.0
8313,"Meat, Poultry and Seafood Process Workers",Year 11 ,6.7
8321,Packers,Year 11 ,6.2
8322,Product Assemblers,Year 11 ,6.8
8391,Metal Engineering Process Workers,Year 11 ,8.1
8392,Plastics and Rubber Factory Workers,Year 11 ,8.1
8393,Product Quality Controllers,Year 11 ,4.7
8394,Timber and Wood Process Workers,Year 11 ,9.1
8399,Other Factory Process Workers,Year 11 ,7.5
8411,Aquaculture Workers,Year 11 ,7.8
8412,Crop Farm Workers,Year 11 ,6.9
8413,Forestry and Logging Workers,Year 11 ,7.5
8414,Garden and Nursery Labourers,Year 11 ,7.2
8415,Livestock Farm Workers,Year 11 ,8.0
8416,Mixed Crop and Livestock Farm Workers,Year 11 ,8.9
8419,"Other Farm, Forestry and Garden Workers",Year 11 ,4.4
8511,Fast Food Cooks,Year 11 ,15.1
8512,Food Trades Assistants,Year 11 ,10.4
8513,Kitchenhands,Year 11 ,11.4
8911,Freight and Furniture Handlers,Year 11 ,8.0
8912,Shelf Fillers,Year 11 ,10.2
8991,Caretakers,Year 11 ,4.3
8992,Deck and Fishing Hands,Year 11 ,5.7
8993,Handypersons,Year 11 ,5.5
8994,Motor Vehicle Parts and Accessories Fitters,Year 11 ,9.0
8995,Printing Assistants and Table Workers,Year 11 ,6.7
8996,Recycling and Rubbish Collectors,Year 11 ,7.5
8997,Vending Machine Attendants,Year 11 ,7.5
8999,Other Miscellaneous Labourers,Year 11 ,7.8
111211,Corporate General Managers,Year 11 ,2.0
111212,Defence Force Senior Officers,Year 11 ,0.2
111311,Local Government Legislators,Year 11 ,3.2
111312,Members of Parliament,Year 11 ,2.4
111399,Other Legislators,Year 11 ,2.7
121211,Cotton Growers,Year 11 ,4.0
121212,Flower Growers,Year 11 ,5.0
121213,Fruit and Nut Growers,Year 11 ,5.3
121214,"Grain, Oilseed and Pasture Growers",Year 11 ,9.7
121215,Grape Growers,Year 11 ,7.4
121216,Mixed Crop Farmers,Year 11 ,6.4
121217,Sugar Cane Growers,Year 11 ,4.9
121218,Turf Growers,Year 11 ,4.3
121221,Vegetable Growers,Year 11 ,6.1
121299,Other Crop Farmers,Year 11 ,5.3
121311,Beekeepers,Year 11 ,5.2
121312,Beef Cattle Farmers,Year 11 ,5.5
121313,Dairy Cattle Farmers,Year 11 ,9.1
121314,Deer Farmers,Year 11 ,
121315,Goat Farmers,Year 11 ,5.6
121316,Horse Breeders,Year 11 ,6.1
121317,Mixed Livestock Farmers,Year 11 ,7.1
121318,Pig Farmers,Year 11 ,6.6
121321,Poultry Farmers,Year 11 ,6.6
121322,Sheep Farmers,Year 11 ,9.1
121399,Other Livestock Farmers,Year 11 ,6.2
131112,Sales and Marketing Managers,Year 11 ,2.4
131113,Advertising Managers,Year 11 ,2.3
131114,Public Relations Managers,Year 11 ,0.5
133111,Construction Project Managers,Year 11 ,1.3
133112,Project Builders,Year 11 ,2.4
133311,Importers and Exporters,Year 11 ,3.0
133312,Wholesalers,Year 11 ,5.5
133511,Forest Managers,Year 11 ,3.1
133512,Manufacturing Production Managers,Year 11 ,4.3
133513,Mine Managers,Year 11 ,2.2
133611,Supply and Distribution Managers,Year 11 ,4.2
133612,Procurement Managers,Year 11 ,2.3
134211,Medical Administrators,Year 11 ,1.4
134212,Nursing Clinical Directors,Year 11 ,0.0
134213,Primary Health Organisation Managers,Year 11 ,1.1
134214,Welfare Centre Managers,Year 11 ,1.0
134299,Other Health and Welfare Services Managers,Year 11 ,0.8
134411,Faculty Heads,Year 11 ,0.2
134412,Regional Education Managers,Year 11 ,0.6
134499,Education Managers (not covered elsewhere),Year 11 ,0.6
135111,Chief Information Officers,Year 11 ,0.8
135112,ICT Project Managers,Year 11 ,0.8
135199,Other ICT Managers,Year 11 ,1.2
139111,Commissioned Defence Force Officers,Year 11 ,0.7
139112,Commissioned Fire Officers,Year 11 ,1.1
139113,Commissioned Police Officers,Year 11 ,0.3
139911,Arts Administrators and Managers,Year 11 ,1.4
139912,Environmental Managers,Year 11 ,0.4
139913,Laboratory Managers,Year 11 ,0.7
139914,Quality Assurance Managers,Year 11 ,1.5
139915,Sports Administrators,Year 11 ,2.3
139999,Specialist Managers (not covered elsewhere),Year 11 ,1.7
141911,Bed and Breakfast Operators,Year 11 ,4.7
141912,Retirement Village Managers,Year 11 ,4.1
141999,Accommodation and Hospitality Managers (not covered elsewhere),Year 11 ,4.1
142111,Retail Managers (General),Year 11 ,5.3
142112,Antique Dealers,Year 11 ,6.8
142113,Betting Agency Managers,Year 11 ,9.3
142114,Hair and Beauty Salon Managers,Year 11 ,1.5
142115,Post Office Managers,Year 11 ,6.8
142116,Travel Agency Managers,Year 11 ,1.4
149111,Amusement Centre Managers,Year 11 ,3.7
149112,Fitness Centre Managers,Year 11 ,1.8
149113,Sports Centre Managers,Year 11 ,3.5
149211,Call Centre or Contact Centre Managers,Year 11 ,3.3
149212,Customer Service Managers,Year 11 ,2.9
149411,Fleet Managers,Year 11 ,4.3
149412,Railway Station Managers,Year 11 ,5.4
149413,Transport Company Managers,Year 11 ,5.8
149911,Boarding Kennel and Cattery Operators,Year 11 ,7.2
149912,Cinema and Theatre Managers,Year 11 ,2.2
149913,Facilities Managers,Year 11 ,2.8
149914,Bank Managers and Branch Managers,Year 11 ,3.5
149915,Equipment Hire Managers,Year 11 ,5.3
149999,"Hospitality, Retail and Service Managers (not covered elsewhere)",Year 11 ,3.6
211111,Actors,Year 11 ,3.5
211112,Dancers and Choreographers,Year 11 ,3.4
211113,Entertainers and Variety Artists,Year 11 ,3.9
211199,"Other Actors, Dancers and Entertainers",Year 11 ,3.4
211211,Composers,Year 11 ,0.7
211212,Music Directors,Year 11 ,0.6
211213,Musicians,Year 11 ,2.9
211214,Singers,Year 11 ,3.4
211299,Other Music Professionals,Year 11 ,0.0
211411,Painters (Visual Arts),Year 11 ,3.3
211412,Potters and Ceramic Artists,Year 11 ,2.1
211413,Sculptors,Year 11 ,2.2
211499,Other Visual Arts or Crafts Professionals,Year 11 ,4.7
212111,Artistic Directors,Year 11 ,1.1
212112,Media Producers,Year 11 ,1.6
212113,Radio Presenters,Year 11 ,4.7
212114,Television Presenters,Year 11 ,2.3
212211,Authors,Year 11 ,0.9
212212,Book and Script Editors,Year 11 ,0.5
212311,"Art Directors (Film, Television or Stage)",Year 11 ,0.0
212312,"Directors (Film, Television, Radio or Stage)",Year 11 ,1.9
212313,Cinematographers,Year 11 ,2.6
212314,Film and Video Editors,Year 11 ,2.6
212315,Program Directors (Television or Radio),Year 11 ,1.6
212316,Stage Managers,Year 11 ,4.3
212317,Technical Directors,Year 11 ,1.3
212318,Video Producers,Year 11 ,1.6
212399,"Other Film, Television, Radio and Stage Directors",Year 11 ,2.2
212411,Copywriters,Year 11 ,0.5
212412,Newspaper and Periodical Editors,Year 11 ,0.7
212413,Print Journalists,Year 11 ,0.9
212414,Radio Journalists,Year 11 ,0.0
212415,Technical Writers,Year 11 ,0.8
212416,Television Journalists,Year 11 ,0.4
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",Year 11 ,0.9
221111,Accountants (General),Year 11 ,0.3
221112,Management Accountants,Year 11 ,0.3
221113,Taxation Accountants,Year 11 ,0.5
221211,Company Secretaries,Year 11 ,1.1
221212,Corporate Treasurers,Year 11 ,0.4
221213,External Auditors,Year 11 ,0.8
221214,Internal Auditors,Year 11 ,0.9
222111,Commodities Traders,Year 11 ,3.3
222112,Finance Brokers,Year 11 ,1.0
222113,Insurance Brokers,Year 11 ,2.0
222199,Other Financial Brokers,Year 11 ,0.4
222211,Financial Market Dealers,Year 11 ,0.6
222212,Futures Traders,Year 11 ,0.0
222213,Stockbrokers,Year 11 ,1.0
222299,Other Financial Dealers,Year 11 ,1.2
222311,Financial Investment Advisers,Year 11 ,0.6
222312,Financial Investment Managers,Year 11 ,1.0
223111,Human Resource Advisers,Year 11 ,1.3
223112,Recruitment Consultants,Year 11 ,2.6
223113,Workplace Relations Advisers,Year 11 ,1.8
224111,Actuaries,Year 11 ,0.0
224112,Mathematicians,Year 11 ,0.0
224113,Statisticians,Year 11 ,0.4
224211,Archivists,Year 11 ,1.5
224212,Gallery and Museum Curators,Year 11 ,0.3
224213,Health Information Managers,Year 11 ,0.7
224214,Records Managers,Year 11 ,3.0
224411,Intelligence Officers,Year 11 ,1.0
224412,Policy Analysts,Year 11 ,0.3
224511,Land Economists,Year 11 ,1.1
224512,Valuers,Year 11 ,0.5
224711,Management Consultants,Year 11 ,0.8
224712,Organisation and Methods Analysts,Year 11 ,1.0
224911,Electorate Officers,Year 11 ,2.0
224912,Liaison Officers,Year 11 ,1.6
224913,Migration Agents,Year 11 ,0.4
224914,Patents Examiners,Year 11 ,0.0
224999,Information and Organisation Professionals (not covered elsewhere),Year 11 ,1.0
225111,Advertising Specialists,Year 11 ,0.7
225112,Market Research Analysts,Year 11 ,0.9
225113,Marketing Specialists,Year 11 ,0.9
225211,ICT Account Managers,Year 11 ,1.7
225212,ICT Business Development Managers,Year 11 ,1.3
225213,ICT Sales Representatives,Year 11 ,2.3
225411,Sales Representatives (Industrial Products),Year 11 ,4.5
225412,Sales Representatives (Medical and Pharmaceutical Products),Year 11 ,1.9
225499,Other Technical Sales Representatives,Year 11 ,2.4
231111,Aeroplane Pilots,Year 11 ,0.8
231112,Air Traffic Controllers,Year 11 ,0.4
231113,Flying Instructors,Year 11 ,0.7
231114,Helicopter Pilots,Year 11 ,1.1
231199,Other Air Transport Professionals,Year 11 ,1.2
231211,Master Fishers,Year 11 ,2.9
231212,Marine Engineers,Year 11 ,0.7
231213,Ship's Masters,Year 11 ,2.8
231214,Ship's Officers,Year 11 ,1.1
231215,Marine Surveyors,Year 11 ,0.6
231299,Other Marine Transport Professionals,Year 11 ,1.9
232111,Architects,Year 11 ,0.1
232112,Landscape Architects,Year 11 ,0.2
232212,Surveyors,Year 11 ,1.1
232213,Cartographers,Year 11 ,1.9
232214,Other Spatial Scientists,Year 11 ,0.7
232311,Fashion Designers,Year 11 ,1.1
232312,Industrial Designers,Year 11 ,1.0
232313,Jewellery Designers,Year 11 ,2.2
232411,Graphic Designers,Year 11 ,0.9
232412,Illustrators (including Animators),Year 11 ,0.9
232413,Multimedia Designers,Year 11 ,0.9
232414,Web Designers,Year 11 ,0.8
233111,Chemical Engineers,Year 11 ,0.2
233112,Materials Engineers,Year 11 ,0.0
233211,Civil Engineers,Year 11 ,0.1
233212,Geotechnical Engineers,Year 11 ,0.2
233213,Quantity Surveyors,Year 11 ,0.3
233214,Structural Engineers,Year 11 ,0.1
233215,Transport Engineers,Year 11 ,0.3
233511,Industrial Engineers,Year 11 ,0.4
233512,Mechanical Engineers,Year 11 ,0.2
233513,Production and Plant Engineers,Year 11 ,0.2
233611,Mining Engineers (excluding Petroleum),Year 11 ,0.2
233612,Petroleum Engineers,Year 11 ,0.2
233911,Aeronautical Engineers,Year 11 ,0.2
233912,Agricultural Engineers,Year 11 ,2.4
233913,Biomedical Engineers,Year 11 ,0.2
233914,Engineering Technologists,Year 11 ,0.0
233915,Environmental Engineers,Year 11 ,0.0
233916,Naval Architects,Year 11 ,0.0
233999,Engineering Professionals (not covered elsewhere),Year 11 ,0.3
234111,Agricultural Consultants,Year 11 ,2.5
234112,Agricultural Scientists,Year 11 ,0.7
234113,Foresters,Year 11 ,2.8
234211,Chemists,Year 11 ,0.4
234212,Food Technologists,Year 11 ,0.4
234213,Wine Makers,Year 11 ,1.8
234311,Conservation Officers,Year 11 ,0.9
234312,Environmental Consultants,Year 11 ,0.1
234313,Environmental Research Scientists,Year 11 ,0.2
234314,Park Rangers,Year 11 ,4.1
234399,Other Environmental Scientists,Year 11 ,0.8
234411,Geologists,Year 11 ,0.1
234412,Geophysicists,Year 11 ,0.3
234413,Hydrogeologists,Year 11 ,0.0
234511,Biologists,Year 11 ,0.0
234513,Biochemists,Year 11 ,0.0
234514,Biotechnologists,Year 11 ,0.0
234515,Botanists,Year 11 ,0.6
234516,Marine Biologists,Year 11 ,0.0
234517,Microbiologists,Year 11 ,0.0
234518,Zoologists,Year 11 ,1.0
234599,Other Life Scientists,Year 11 ,0.4
234911,Conservators,Year 11 ,0.6
234912,Metallurgists,Year 11 ,0.0
234913,Meteorologists,Year 11 ,0.0
234914,Physicists (including Astronomers),Year 11 ,0.0
234915,Exercise Physiologists,Year 11 ,0.0
234999,Natural and Physical Science Professionals (not covered elsewhere),Year 11 ,0.6
241511,Special Needs Teachers,Year 11 ,0.1
241512,Teachers of the Hearing Impaired,Year 11 ,0.0
241513,Teachers of the Sight Impaired,Year 11 ,0.0
241599,Other Special Education Teachers,Year 11 ,0.4
242111,University Lecturers,Year 11 ,0.0
242112,University Tutors,Year 11 ,0.1
249111,Education Advisers,Year 11 ,0.5
249112,Education Reviewers,Year 11 ,0.4
249211,Art Teachers (Private Tuition),Year 11 ,0.9
249212,Dance Teachers (Private Tuition),Year 11 ,5.6
249213,Drama Teachers (Private Tuition),Year 11 ,2.0
249214,Music Teachers (Private Tuition),Year 11 ,1.8
249299,Other Private Tutors and Teachers,Year 11 ,1.8
251111,Dietitians,Year 11 ,0.0
251112,Nutritionists,Year 11 ,0.4
251211,Medical Diagnostic Radiographers,Year 11 ,0.1
251212,Medical Radiation Therapists,Year 11 ,0.0
251213,Nuclear Medicine Technologists,Year 11 ,0.0
251214,Sonographers,Year 11 ,0.1
251311,Environmental Health Officers,Year 11 ,1.8
251312,Occupational Health and Safety Advisers,Year 11 ,1.3
251411,Optometrists,Year 11 ,0.0
251412,Orthoptists,Year 11 ,0.0
251511,Hospital Pharmacists,Year 11 ,0.1
251512,Industrial Pharmacists,Year 11 ,0.0
251513,Retail Pharmacists,Year 11 ,0.2
251911,Health Promotion Officers,Year 11 ,0.7
251912,Orthotists and Prosthetists,Year 11 ,1.3
251999,Genetic Counsellors (and Other Health Professionals not covered elsewhere),Year 11 ,0.4
252111,Chiropractors,Year 11 ,0.0
252112,Osteopaths,Year 11 ,0.0
252211,Acupuncturists,Year 11 ,0.0
252212,Homoeopaths,Year 11 ,0.0
252213,Naturopaths,Year 11 ,0.2
252214,Chinese Medicine Practitioners,Year 11 ,0.0
252299,"Music, Dance, Drama, Play, Hypnotic, and Related Therapists",Year 11 ,0.7
252311,Dental Specialists (including Orthodontists),Year 11 ,0.0
252312,Dentists,Year 11 ,0.1
252711,Audiologists,Year 11 ,0.2
252712,Speech Pathologists,Year 11 ,0.0
253111,General Practitioners,Year 11 ,0.0
253112,Resident Medical Officers,Year 11 ,0.0
253311,Specialist Physicians (General Medicine),Year 11 ,0.0
253312,Cardiologists,Year 11 ,0.0
253313,Clinical Haematologists,Year 11 ,0.0
253314,Medical Oncologists,Year 11 ,0.0
253315,Endocrinologists,Year 11 ,0.0
253316,Gastroenterologists,Year 11 ,0.0
253317,Intensive Care Specialists,Year 11 ,0.0
253318,Neurologists,Year 11 ,0.0
253321,Paediatricians,Year 11 ,0.0
253322,Renal Medicine Specialists,Year 11 ,0.0
253323,Rheumatologists,Year 11 ,0.0
253324,Thoracic Medicine Specialists,Year 11 ,0.0
253399,Other Specialist Physicians,Year 11 ,0.3
253511,Surgeons (General),Year 11 ,0.0
253512,Cardiothoracic Surgeons,Year 11 ,0.0
253513,Neurosurgeons,Year 11 ,0.0
253514,Orthopaedic Surgeons,Year 11 ,0.0
253515,"Ear, Nose and Throat Specialists",Year 11 ,0.0
253516,Paediatric Surgeons,Year 11 ,0.0
253517,Plastic and Reconstructive Surgeons,Year 11 ,0.0
253518,Urologists,Year 11 ,0.0
253521,Vascular Surgeons,Year 11 ,0.0
253911,Dermatologists,Year 11 ,0.0
253912,Emergency Medicine Specialists,Year 11 ,0.0
253913,Obstetricians and Gynaecologists,Year 11 ,0.0
253914,Eye Specialists,Year 11 ,0.0
253915,Pathologists,Year 11 ,0.6
253917,Diagnostic and Interventional Radiologists,Year 11 ,0.1
253918,Radiation Oncologists,Year 11 ,0.0
253999,Medical Practitioners (not covered elsewhere),Year 11 ,0.3
254211,Nurse Educators,Year 11 ,0.1
254212,Nurse Researchers,Year 11 ,0.0
254411,Nurse Practitioners,Year 11 ,0.2
254412,Registered Nurses (Aged Care),Year 11 ,0.6
254413,Registered Nurses (Child and Family Health),Year 11 ,0.0
254414,Registered Nurses (Community Health),Year 11 ,0.1
254415,Registered Nurses (Critical Care and Emergency),Year 11 ,0.0
254416,Registered Nurses (Developmental Disability),Year 11 ,
254417,Registered Nurses (Disability and Rehabilitation),Year 11 ,0.1
254418,Registered Nurses (Medical),Year 11 ,0.0
254421,Registered Nurses (Medical Practice),Year 11 ,0.1
254422,Registered Nurses (Mental Health),Year 11 ,0.0
254423,Registered Nurses (Perioperative),Year 11 ,0.0
254424,Registered Nurses (Surgical),Year 11 ,0.0
254425,Registered Nurses (Paediatrics),Year 11 ,0.0
254499,Registered Nurses (not covered elsewhere),Year 11 ,0.1
261111,ICT Business Analysts,Year 11 ,0.7
261112,Systems Analysts,Year 11 ,0.9
261211,Game and Multimedia Developers,Year 11 ,0.3
261212,Web Developers,Year 11 ,0.8
261311,Analyst Programmers,Year 11 ,0.3
261312,Developer Programmers,Year 11 ,0.5
261313,Software Engineers,Year 11 ,0.3
261314,Software Testers,Year 11 ,0.6
261399,Other Software and Applications Programmers,Year 11 ,0.9
262111,Database Administrators,Year 11 ,1.3
262112,ICT Security Specialists,Year 11 ,0.9
262113,Systems Administrators,Year 11 ,1.6
263111,Computer Network and Systems Engineers,Year 11 ,0.9
263112,Network Administrators,Year 11 ,1.6
263113,Network Analysts,Year 11 ,0.4
263211,ICT Quality Assurance Engineers,Year 11 ,0.3
263212,ICT Support Engineers,Year 11 ,0.8
263213,ICT Systems Test Engineers,Year 11 ,0.8
263299,Other ICT Support and Test Engineers,Year 11 ,0.2
263311,Telecommunications Engineers,Year 11 ,0.4
263312,Telecommunications Network Engineers,Year 11 ,0.5
271211,Judges,Year 11 ,0.0
271212,Magistrates,Year 11 ,0.0
271213,Tribunal Members,Year 11 ,0.5
271214,Intellectual Property Lawyers,Year 11 ,0.0
271299,Judicial and Other Legal Professionals (not covered elsewhere),Year 11 ,0.5
272111,Careers Counsellors,Year 11 ,0.7
272112,Drug and Alcohol Counsellors,Year 11 ,1.4
272113,Family and Marriage Counsellors,Year 11 ,0.2
272114,Rehabilitation Counsellors,Year 11 ,0.4
272115,Student Counsellors,Year 11 ,0.5
272199,Other Counsellors and Life Coaches,Year 11 ,0.9
272311,Clinical Psychologists,Year 11 ,0.0
272312,Educational Psychologists,Year 11 ,0.0
272313,Organisational Psychologists,Year 11 ,0.0
272314,Psychotherapists,Year 11 ,0.1
272399,Other Psychologists,Year 11 ,0.0
272411,Historians,Year 11 ,1.6
272412,Interpreters,Year 11 ,0.9
272413,Translators,Year 11 ,0.2
272414,Archaeologists,Year 11 ,0.0
272499,Other Social Professionals,Year 11 ,1.8
272611,Community Arts Workers,Year 11 ,0.9
272612,Recreation Officers,Year 11 ,3.4
272613,Welfare Workers,Year 11 ,1.1
311211,Anaesthetic Technicians,Year 11 ,0.0
311212,Cardiac Technicians,Year 11 ,0.7
311213,Medical Laboratory Technicians,Year 11 ,1.3
311214,Operating Theatre Technicians,Year 11 ,2.9
311215,Pharmacy Technicians,Year 11 ,3.5
311216,Pathology Collectors,Year 11 ,1.7
311299,Other Medical Technicians,Year 11 ,2.5
311311,Fisheries Officers,Year 11 ,1.9
311312,Meat Inspectors,Year 11 ,2.6
311313,Quarantine Officers,Year 11 ,3.7
311399,Other Primary Products Inspectors,Year 11 ,3.2
311411,Chemistry Technicians,Year 11 ,2.6
311412,Earth Science Technicians,Year 11 ,4.4
311413,Life Science Technicians,Year 11 ,1.1
311414,School Laboratory Technicians,Year 11 ,0.9
311415,Hydrographers,Year 11 ,1.9
311499,Other Science Technicians,Year 11 ,2.3
312111,Architectural Draftspersons,Year 11 ,1.0
312112,Building Associates,Year 11 ,2.5
312113,Building Inspectors,Year 11 ,0.9
312114,Construction Estimators,Year 11 ,2.0
312115,Plumbing Inspectors,Year 11 ,0.0
312116,Surveying and Spatial Science Technicians,Year 11 ,2.1
312199,"Other Architectural, Building and Surveying Technicians",Year 11 ,2.1
312211,Civil Engineering Draftspersons,Year 11 ,1.4
312212,Civil Engineering Technicians,Year 11 ,2.9
312311,Electrical Engineering Draftspersons,Year 11 ,1.3
312312,Electrical Engineering Technicians,Year 11 ,1.2
312411,Electronic Engineering Draftspersons,Year 11 ,0.0
312412,Electronic Engineering Technicians,Year 11 ,1.5
312511,Mechanical Engineering Draftspersons,Year 11 ,1.1
312512,Mechanical Engineering Technicians,Year 11 ,2.3
312911,Maintenance Planners,Year 11 ,1.5
312912,Metallurgical and Materials Technicians,Year 11 ,3.4
312913,Mine Deputies,Year 11 ,4.1
312999,Building and Engineering Technicians (not covered elsewhere),Year 11 ,1.5
