ï»¿Year,Year ending,Local Government Area,postcode,suburb_name,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,SAL_CODE21
2025,March,Alpine,3737,Myrtleford,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2,21863
2025,March,Alpine,3737,Myrtleford,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,7,21863
2025,March,Alpine,3737,Myrtleford,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2,21863
2025,March,Alpine,3737,Myrtleford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,1,21863
2025,March,Alpine,3737,Myrtleford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,21863
2025,March,Alpine,3737,Myrtleford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,2,21863
2025,March,Alpine,3737,Myrtleford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,21863
2025,March,Alpine,3737,Myrtleford,A Crimes against the person,Other crimes against the person,Other crimes against the person,2,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B20 Property damage,B21 Criminal damage,12,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B20 Property damage,B22 Graffiti,4,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,9,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,7,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,8,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B40 Theft,B43 Steal from a retail store,7,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,2,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B40 Theft,B49 Other theft,6,21863
2025,March,Alpine,3737,Myrtleford,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,21863
2025,March,Alpine,3737,Myrtleford,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,21863
2025,March,Alpine,3737,Myrtleford,C Drug offences,C30 Drug use and possession,C31 Drug use,1,21863
2025,March,Alpine,3737,Myrtleford,C Drug offences,C30 Drug use and possession,C32 Drug possession,8,21863
2025,March,Alpine,3737,Myrtleford,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,3,21863
2025,March,Alpine,3737,Myrtleford,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,21863
2025,March,Alpine,3737,Myrtleford,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,21863
2025,March,Alpine,3737,Myrtleford,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,21863
2025,March,Alpine,3737,Myrtleford,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,3,21863
2025,March,Alpine,3737,Myrtleford,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,26,21863
2025,March,Alpine,3737,Myrtleford,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2,21863
2025,March,Alpine,3737,Myrtleford,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,9,21863
2025,March,Alpine,3737,Myrtleford,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,21863
2025,March,Alpine,3737,Myrtleford,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,1,21863
2025,March,Alpine,3737,Nug Nug,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,21978
2025,March,Alpine,3737,Rosewhite,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,22201
2025,March,Alpine,3737,Rosewhite,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,22201
2025,March,Alpine,3739,Eurobin,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,20893
2025,March,Alpine,3739,Eurobin,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,20893
2025,March,Alpine,3739,Eurobin,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,20893
2025,March,Alpine,3739,Eurobin,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,20893
2025,March,Alpine,3740,Buckland,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,20368
2025,March,Alpine,3740,Buckland,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,20368
2025,March,Alpine,3740,Buckland,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,20368
2025,March,Alpine,3740,Mount Buffalo,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,21777
2025,March,Alpine,3740,Porepunkah,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,22102
2025,March,Alpine,3740,Porepunkah,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,22102
2025,March,Alpine,3740,Porepunkah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,22102
2025,March,Alpine,3740,Porepunkah,A Crimes against the person,Other crimes against the person,Other crimes against the person,2,22102
2025,March,Alpine,3740,Porepunkah,B Property and deception offences,B20 Property damage,B21 Criminal damage,3,22102
2025,March,Alpine,3740,Porepunkah,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,22102
2025,March,Alpine,3740,Porepunkah,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,22102
2025,March,Alpine,3740,Porepunkah,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2,22102
2025,March,Alpine,3740,Porepunkah,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,22102
2025,March,Alpine,3740,Porepunkah,B Property and deception offences,B40 Theft,B49 Other theft,1,22102
2025,March,Alpine,3740,Porepunkah,B Property and deception offences,B50 Deception,B54 State false information,1,22102
2025,March,Alpine,3740,Porepunkah,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,22102
2025,March,Alpine,3740,Porepunkah,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,22102
2025,March,Alpine,3741,Bright,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2,20336
2025,March,Alpine,3741,Bright,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,20336
2025,March,Alpine,3741,Bright,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,1,20336
2025,March,Alpine,3741,Bright,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,20336
2025,March,Alpine,3741,Bright,A Crimes against the person,Other crimes against the person,Other crimes against the person,10,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B20 Property damage,B21 Criminal damage,7,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,3,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,1,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B40 Theft,B49 Other theft,10,20336
2025,March,Alpine,3741,Bright,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,6,20336
2025,March,Alpine,3741,Bright,C Drug offences,C30 Drug use and possession,C32 Drug possession,5,20336
2025,March,Alpine,3741,Bright,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,20336
2025,March,Alpine,3741,Bright,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,2,20336
2025,March,Alpine,3741,Bright,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,20336
2025,March,Alpine,3741,Bright,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2,20336
2025,March,Alpine,3741,Bright,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,20336
2025,March,Alpine,3741,Bright,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2,20336
2025,March,Alpine,3741,Bright,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,20336
2025,March,Alpine,3741,Freeburgh,B Property and deception offences,B20 Property damage,B22 Graffiti,2,20951
2025,March,Alpine,3741,Freeburgh,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,20951
2025,March,Alpine,3741,Freeburgh,B Property and deception offences,B40 Theft,B49 Other theft,1,20951
2025,March,Alpine,3741,Harrietville,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,20951
2025,March,Alpine,3741,Harrietville,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,21142
2025,March,Alpine,3741,Harrietville,B Property and deception offences,B40 Theft,B49 Other theft,1,21142
2025,March,Alpine,3741,Harrietville,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,21142
2025,March,Alpine,3741,Harrietville,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,21142
2025,March,Alpine,3741,Harrietville,C Drug offences,C30 Drug use and possession,C32 Drug possession,2,21142
2025,March,Alpine,3741,Harrietville,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2,21142
2025,March,Alpine,3744,Wandiligong,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,22671
2025,March,Alpine,3744,Wandiligong,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,22671
2025,March,Alpine,3898,Dinner Plain,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,20760
2025,March,Alpine,3898,Dinner Plain,B Property and deception offences,B20 Property damage,B21 Criminal damage,2,20760
2025,March,Alpine,3898,Dinner Plain,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,20760
2025,March,Ararat,3271,Pura Pura,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,22125
2025,March,Ararat,3272,Woorndoo,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,22861
2025,March,Ararat,3293,Glenthompson,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,21048
2025,March,Ararat,3351,Lake Bolac,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,2,21428
2025,March,Ararat,3351,Lake Bolac,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,21428
2025,March,Ararat,3351,Lake Bolac,B Property and deception offences,B20 Property damage,B21 Criminal damage,3,21428
2025,March,Ararat,3351,Lake Bolac,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2,21428
2025,March,Ararat,3351,Lake Bolac,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3,21428
2025,March,Ararat,3351,Lake Bolac,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,21428
2025,March,Ararat,3351,Lake Bolac,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5,21428
2025,March,Ararat,3351,Lake Bolac,B Property and deception offences,B40 Theft,B49 Other theft,3,21428
2025,March,Ararat,3351,Lake Bolac,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,21428
2025,March,Ararat,3351,Lake Bolac,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,3,21428
2025,March,Ararat,3351,Streatham,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,22383
2025,March,Ararat,3351,Streatham,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,22383
2025,March,Ararat,3351,Streatham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,22383
2025,March,Ararat,3351,Streatham,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,22383
2025,March,Ararat,3351,Streatham,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,22383
2025,March,Ararat,3351,Streatham,B Property and deception offences,B40 Theft,B49 Other theft,1,22383
2025,March,Ararat,3351,Westmere,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,22762
2025,March,Ararat,3351,Westmere,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,22762
2025,March,Ararat,3351,Westmere,B Property and deception offences,B20 Property damage,B21 Criminal damage,2,22762
2025,March,Ararat,3351,Westmere,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2,22762
2025,March,Ararat,3351,Westmere,B Property and deception offences,B40 Theft,B49 Other theft,1,22762
2025,March,Ararat,3351,Westmere,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,22762
2025,March,Ararat,3374,Great Western,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,21098
2025,March,Ararat,3374,Great Western,B Property and deception offences,B40 Theft,B49 Other theft,1,21098
2025,March,Ararat,3375,Ballyrogan,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,20117
2025,March,Ararat,3375,Ballyrogan,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,20117
2025,March,Ararat,3375,Ballyrogan,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2,20117
2025,March,Ararat,3375,Ballyrogan,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,20117
2025,March,Ararat,3375,Ballyrogan,B Property and deception offences,B40 Theft,B49 Other theft,1,20117
2025,March,Ararat,3375,Ballyrogan,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,3,20117
2025,March,Ararat,3375,Ballyrogan,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,20117
2025,March,Ararat,3375,Buangor,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,20365
2025,March,Ararat,3375,Buangor,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,20365
2025,March,Ararat,3375,Buangor,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2,20365
2025,March,Ararat,3375,Buangor,B Property and deception offences,B20 Property damage,B21 Criminal damage,3,20365
2025,March,Ararat,3375,Buangor,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,20365
2025,March,Ararat,3375,Buangor,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,20365
2025,March,Ararat,3375,Buangor,B Property and deception offences,B40 Theft,B49 Other theft,2,20365
2025,March,Ararat,3375,Buangor,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,2,20365
2025,March,Ararat,3375,Buangor,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,20365
2025,March,Ararat,3375,Buangor,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,20365
2025,March,Ararat,3375,Buangor,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1,20365
2025,March,Ararat,3375,Middle Creek,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,21676
2025,March,Ararat,3375,Middle Creek,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,21676
2025,March,Ararat,3375,Middle Creek,B Property and deception offences,B40 Theft,B49 Other theft,3,21676
2025,March,Ararat,3375,Middle Creek,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,21676
2025,March,Ararat,3377,Ararat,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,26,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,16,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",7,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,38,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,31,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,2,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,2,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,9,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,5,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,7,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,9,20053
2025,March,Ararat,3377,Ararat,A Crimes against the person,Other crimes against the person,Other crimes against the person,42,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B10 Arson,B19 Other fire related offences,5,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B20 Property damage,B21 Criminal damage,90,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B20 Property damage,B22 Graffiti,22,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,44,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,42,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,29,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,55,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B40 Theft,B43 Steal from a retail store,51,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,9,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,22,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B40 Theft,B49 Other theft,73,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,4,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,27,20053
2025,March,Ararat,3377,Ararat,B Property and deception offences,B50 Deception,B54 State false information,3,20053
2025,March,Ararat,3377,Ararat,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,9,20053
2025,March,Ararat,3377,Ararat,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,3,20053
2025,March,Ararat,3377,Ararat,C Drug offences,C30 Drug use and possession,C31 Drug use,1,20053
2025,March,Ararat,3377,Ararat,C Drug offences,C30 Drug use and possession,C32 Drug possession,67,20053
2025,March,Ararat,3377,Ararat,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,20053
2025,March,Ararat,3377,Ararat,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,12,20053
2025,March,Ararat,3377,Ararat,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,18,20053
2025,March,Ararat,3377,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,20053
2025,March,Ararat,3377,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,12,20053
2025,March,Ararat,3377,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,20053
2025,March,Ararat,3377,Ararat,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,2,20053
2025,March,Ararat,3377,Ararat,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,2,20053
2025,March,Ararat,3377,Ararat,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,10,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,46,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,3,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,5,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,67,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,16,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,49,20053
2025,March,Ararat,3377,Ararat,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,14,20053
2025,March,Ararat,3377,Ararat,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,2,20053
2025,March,Ararat,3377,Ararat,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,3,20053
2025,March,Ararat,3377,Ararat,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,20053
2025,March,Ararat,3377,Armstrong,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,20067
2025,March,Ararat,3377,Armstrong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,20067
2025,March,Ararat,3377,Armstrong,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,20067
2025,March,Ararat,3377,Armstrong,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,20067
2025,March,Ararat,3377,Armstrong,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2,20067
2025,March,Ararat,3377,Armstrong,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,4,20067
2025,March,Ararat,3377,Armstrong,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,20067
2025,March,Ararat,3377,Armstrong,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,20067
2025,March,Ararat,3377,Armstrong,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,20067
2025,March,Ararat,3377,Armstrong,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,20067
2025,March,Ararat,3377,Armstrong,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,20067
2025,March,Ararat,3377,Denicull Creek,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,20735
2025,March,Ararat,3377,Denicull Creek,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,20735
2025,March,Ararat,3377,Denicull Creek,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,1,20735
2025,March,Ararat,3377,Denicull Creek,B Property and deception offences,B40 Theft,B49 Other theft,1,20735
2025,March,Ararat,3377,Dobie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,2,20763
2025,March,Ararat,3377,Dobie,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,20763
2025,March,Ararat,3377,Dobie,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,20763
2025,March,Ararat,3377,Dobie,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,20763
2025,March,Ararat,3377,Dobie,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,20763
2025,March,Ararat,3377,Dunneworthy,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,20811
2025,March,Ararat,3377,Dunneworthy,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,20811
2025,March,Ararat,3377,Dunneworthy,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,20811
2025,March,Ararat,3377,Langi Logan,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2,21463
2025,March,Ararat,3377,Langi Logan,B Property and deception offences,B40 Theft,B49 Other theft,1,21463
2025,March,Ararat,3377,Maroona,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,21613
2025,March,Ararat,3377,Maroona,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,21613
2025,March,Ararat,3377,Maroona,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,21613
2025,March,Ararat,3377,Maroona,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,21613
2025,March,Ararat,3377,Maroona,B Property and deception offences,B40 Theft,B49 Other theft,4,21613
2025,March,Ararat,3377,Maroona,C Drug offences,C30 Drug use and possession,C32 Drug possession,2,21613
2025,March,Ararat,3377,Maroona,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,21613
2025,March,Ararat,3377,Mount Cole,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,21784
2025,March,Ararat,3377,Mount Cole,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,21784
2025,March,Ararat,3377,Mount Cole,B Property and deception offences,B20 Property damage,B21 Criminal damage,2,21784
2025,March,Ararat,3377,Mount Cole Creek,B Property and deception offences,B40 Theft,B49 Other theft,1,21785
2025,March,Ararat,3377,Moyston,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2,21822
2025,March,Ararat,3377,Moyston,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,21822
2025,March,Ararat,3377,Moyston,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3,21822
2025,March,Ararat,3377,Moyston,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,21822
2025,March,Ararat,3377,Moyston,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,2,21822
2025,March,Ararat,3377,Moyston,B Property and deception offences,B40 Theft,B49 Other theft,3,21822
2025,March,Ararat,3377,Moyston,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,21822
2025,March,Ararat,3377,Moyston,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,21822
2025,March,Ararat,3377,Moyston,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2,21822
